Group,GEOID,ALAND20,AWATER20,Lat,Long,Shape_Leng,Shape_Length,Shape_Area
474,53033032324,2048589,0,47.6855267,-122.1199841,25346.85351,25346.85351,22049418.82
475,53033032325,2212937,0,47.6864819,-122.1049565,26700.95162,26700.95162,23818338.62
476,53033032326,10288287,0,47.7242618,-122.0785815,61582.01082,61582.01082,110734207.1
477,53033032327,16167035,114301,47.7094527,-122.0423942,68491.51585,68491.51585,175238435.8
478,53033032328,8504236,0,47.6641638,-122.0461286,52365.24828,52365.24827,91533480.95
479,53033032330,4649727,0,47.6899362,-122.1381057,38284.35264,38284.35264,50045942.1
480,53033032331,1440138,0,47.6723963,-122.1210863,20812.8331,20812.8331,15500591.99
481,53033032332,4774596,0,47.6794897,-122.0383201,33894.35788,33894.35788,51390059.63
482,53033032333,4878002,0,47.6877305,-122.0213688,31818.04724,31818.04724,52502940
483,53033032401,56328122,1081012,47.7463169,-121.947874,145555.5513,145555.5513,617896843.7
484,53033032402,25143316,628419,47.7055790,-121.9488126,94106.63537,94106.63537,277385451.8
485,53033032500,213738466,3896831,47.7019073,-121.8274607,318923.1758,318923.1758,2342441971
486,53033032601,61227726,1116537,47.5815990,-121.8693353,158257.0222,158257.0222,671043279.7
487,53033032603,12385870,427271,47.5505897,-121.8677826,62214.59899,62214.59899,137916135.6
488,53033032604,12971916,81082,47.5218155,-121.8815284,63192.08727,63192.08727,140499319.4
489,53033032605,4530738,131898,47.5368811,-121.9007672,35019.91263,35019.91263,50187209.52
490,53033032703,9930977,181212,47.5143018,-121.8179238,74493.95898,74493.95898,108845331.8
491,53033032704,16775239,545880,47.4933201,-121.772091,106689.2861,106689.2861,186443514.9
492,53033032705,52619291,582390,47.4666205,-121.8050261,130434.6855,130434.6855,572666498
493,53033032706,458845767,11916761,47.4631821,-121.4989644,478392.3684,478392.3684,5067381611
494,53033032800,1390641456,27389939,47.6530738,-121.4312774,669280.9083,669280.9083,15262735285
495,53033990100,0,240227879,47.5114466,-122.4154275,648226.7304,648226.7304,2585783321
